filename,unique_id,caption,date,place,callno,archive_all,archive_series,archive_box,archive_folder,archive_sleeve,archive_frame,permalink
090180_9A_PM.tif,090180_9A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 15, Sleeve 090180, Frame 9A",3,8,15,090180,9A,https://purl.stanford.edu/xp005sr1040
31790_31A_PM.tif,31790_31A_PM,,"March 17, 1988",,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31790, Frame 31A",3,8,16,31790,31A,https://purl.stanford.edu/cz421ct5271
31789_2A_PM.tif,31789_2A_PM,,"March 17, 1988",,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31789, Frame 2A",3,8,16,31789,2A,https://purl.stanford.edu/qk184yh2928
31788_32A_PM.tif,31788_32A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31788, Frame 32A",3,8,16,31788,32A,https://purl.stanford.edu/kj903rt0934
31788_34A_PM.tif,31788_34A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31788, Frame 34A",3,8,16,31788,34A,https://purl.stanford.edu/mg420vd3440
31790_8A_PM.tif,31790_8A_PM,,"March 17, 1988",,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31790, Frame 8A",3,8,16,31790,8A,https://purl.stanford.edu/mf442bz4326
31790_22A_PM.tif,31790_22A_PM,"Steve Jobs (standing, far right) and members of the NeXT team.","March 17, 1988",,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31790, Frame 22A",3,8,16,31790,22A,https://purl.stanford.edu/sq496xx1906
31790_27A_PM.tif,31790_27A_PM,"Steve Jobs (standing, far right) and members of the NeXT team.","March 17, 1988",,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31790, Frame 27A",3,8,16,31790,27A,https://purl.stanford.edu/nk935tn2281
31788_8A_PM.tif,31788_8A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31788, Frame 8A",3,8,16,31788,8A,https://purl.stanford.edu/sz608kx8748
31788_21A_PM.tif,31788_21A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31788, Frame 21A",3,8,16,31788,21A,https://purl.stanford.edu/rd259yj2574
31788_12A_PM.tif,31788_12A_PM,,January 1988,,,"MSS Photo 451, Series 3, Box 8, Folder 16, Sleeve 31788, Frame 12A",3,8,16,31788,12A,https://purl.stanford.edu/rw840qg3512
024564_25_PM.tif,024564_25_PM,"Guy ""Bud"" Tribble, vice president of software engineering and a NeXT co-founder.",November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024564, Frame 25",3,8,12,024564,25,https://purl.stanford.edu/hq341ms8699
0843_26A_PM.tif,0843_26A_PM,,March 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 7, Sleeve 0843, Frame 26A",3,8,7,0843,26A,https://purl.stanford.edu/ck185cd8709
3043_16A_PM.tif,3043_16A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 9, Sleeve 3043, Frame 16A",3,8,9,3043,16A,https://purl.stanford.edu/cq369rj3467
024564_32_PM.tif,024564_32_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024564, Frame 32",3,8,12,024564,32,https://purl.stanford.edu/nw765cv7298
3043_25A_PM.tif,3043_25A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 9, Sleeve 3043, Frame 25A",3,8,9,3043,25A,https://purl.stanford.edu/kt650tr0590
024562_30_PM.tif,024562_30_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024562, Frame 30",3,8,12,024562,30,https://purl.stanford.edu/sz144fq2183
3043_24A_PM.tif,3043_24A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 9, Sleeve 3043, Frame 24A",3,8,9,3043,24A,https://purl.stanford.edu/vh766ch4423
024563_13_PM.tif,024563_13_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024563, Frame 13",3,8,12,024563,13,https://purl.stanford.edu/zc837fb8567
0843_3A_PM.tif,0843_3A_PM,,March 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 7, Sleeve 0843, Frame 3A",3,8,7,0843,3A,https://purl.stanford.edu/yy328jc2751
024563_27_PM.tif,024563_27_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024563, Frame 27",3,8,12,024563,27,https://purl.stanford.edu/ys487pp4621
024562_13_PM.tif,024562_13_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024562, Frame 13",3,8,12,024562,13,https://purl.stanford.edu/vt357qp1463
024565_6_PM.tif,024565_6_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024565, Frame 6",3,8,12,024565,6,https://purl.stanford.edu/vk003hd9248
024561_14_PM.tif,024561_14_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024561, Frame 14",3,8,12,024561,14,https://purl.stanford.edu/vr718yh1063
024567_10_PM.tif,024567_10_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024567, Frame 10",3,8,12,024567,10,https://purl.stanford.edu/hp844rq9866
024568_28A_PM.tif,024568_28A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024568, Frame 28A",3,8,12,024568,28A,https://purl.stanford.edu/pd898qt5380
024565_22_PM.tif,024565_22_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024565, Frame 22",3,8,12,024565,22,https://purl.stanford.edu/mj052km4340
024568_17A_PM.tif,024568_17A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024568, Frame 17A",3,8,12,024568,17A,https://purl.stanford.edu/vj994rc2719
024567_31_PM.tif,024567_31_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024567, Frame 31",3,8,12,024567,31,https://purl.stanford.edu/yf902mz5869
024565_17_PM.tif,024565_17_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024565, Frame 17",3,8,12,024565,17,https://purl.stanford.edu/zp802yh6773
024568_19A_PM.tif,024568_19A_PM,,November 1987,,,"MSS Photo 451, Series 3, Box 8, Folder 12, Sleeve 024568, Frame 19A",3,8,12,024568,19A,https://purl.stanford.edu/wn578xs3663
0116_7A_PM.tif,0116_7A_PM,"Tom Carlisle, NeXT's director of facilities.",October 1986,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 8, Folder 2, Sleeve 0116, Frame 7A",3,8,2,0116,7A,https://purl.stanford.edu/fp525nb2354
0768_1A_PM.tif,0768_1A_PM,"Susan Kare, NeXT creative director, who was one of the first ten employees of the company, and David Kelley, president of David Kelley Designs. Kelley's firm collaborated on the design of the original NeXT machine.",September 1986,,,"MSS Photo 451, Series 3, Box 8, Folder 1, Sleeve 0768, Frame 1A",3,8,1,0768,1A,https://purl.stanford.edu/bn292qs9389
0767_12A_PM.tif,0767_12A_PM,,September 1986,,,"MSS Photo 451, Series 3, Box 8, Folder 1, Sleeve 0767, Frame 12A",3,8,1,0767,12A,https://purl.stanford.edu/jv234pc5655
0110_17A_PM.tif,0110_17A_PM,"Susan Karen, NeXT creative director, who was one of the first ten employees of the company.",October 1986,,,"MSS Photo 451, Series 3, Box 8, Folder 2, Sleeve 0110, Frame 17A",3,8,2,0110,17A,https://purl.stanford.edu/kq512sj7272
0111_16A_PM.tif,0111_16A_PM,"Lynn Takahashi Franklin, NeXT's office manager.",October 1986,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 8, Folder 2, Sleeve 0111, Frame 16A",3,8,2,0111,16A,https://purl.stanford.edu/mt846wm4705
0673_33A_PM.tif,0673_33A_PM,The NeXT logo was designed by influential graphic artist Paul Rand.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0673, Frame 33A",3,10,7,0673,33A,https://purl.stanford.edu/gb063hp4121
024570_35A_PM.tif,024570_35A_PM,,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 024570, Frame 35A",3,10,7,024570,35A,https://purl.stanford.edu/dn808my5056
25690_08A_PM.tif,25690_08A_PM,"NeXT's automated manufacturing facility in Fremont, California.",1986 - 1987,Fremont (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 25690, Frame 8A",3,10,7,25690,8A,https://purl.stanford.edu/gg172hy3901
0673_19_PM.tif,0673_19_PM,NeXT Creative Director Susan Kare and Vice President of Sales and Marketing Dan'l Lewin.,1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0673, Frame 19",3,10,7,0673,19,https://purl.stanford.edu/gm342wf4127
0767_36A_PM.tif,0767_36A_PM,"Jim Ulrich, PC board designer, Caroline Rose (in white shirt), head of developer documentation, and colleagues.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0767, Frame 36A",3,10,7,0767,36A,https://purl.stanford.edu/bg016fy8433
024563_19_PM.tif,024563_19_PM,,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 024563, Frame 19",3,10,7,024563,19,https://purl.stanford.edu/hx166dq1602
0674_19A_PM.tif,0674_19A_PM,,1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0674, Frame 19A",3,10,7,0674,19A,https://purl.stanford.edu/dc823jj5249
62986_35A_PM.tif,62986_35A_PM,,1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 62986, Frame 35A",3,10,7,62986,35A,https://purl.stanford.edu/bm147gr0090
25690_17A_PM.tif,25690_17A_PM,"NeXT employees on the floor of the company's automated manufacturing facility in Fremont, California.",1986 - 1987,Fremont (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 25690, Frame 17A",3,10,7,25690,17A,https://purl.stanford.edu/dh616qg4637
0768_10A_PM.tif,0768_10A_PM,"Jennifer Adams (right) sits next to Tom Carlisle, NeXT's director of facilities, at an off-site retreat.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0768, Frame 10A",3,10,7,0768,10A,https://purl.stanford.edu/qm715xq2780
0675_33A_PM.tif,0675_33A_PM,"Dan'l Lewin, NeXT's vice-president of sales and marketing and one of the five co-founders of the company, with Susan Kare, NeXT creative director, in the background.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0675, Frame 33A",3,10,7,0675,33A,https://purl.stanford.edu/nz463mh8611
024560_04_PM.tif,024560_04_PM,"From left to right, NeXT co-founder and Vice-President of Analog Hardware Engineering George Crow, NeXT co-founder and Vice President of Digital Hardware Engineering Rich Page and software engineers Jean-Marie Hullot and Jack Newlin.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 024560, Frame 4",3,10,7,024560,4,https://purl.stanford.edu/mj032dn4626
024570_25A_PM.tif,024570_25A_PM,,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 024570, Frame 25A",3,10,7,024570,25A,https://purl.stanford.edu/mz010sx3479
62988_21_PM.tif,62988_21_PM,NeXT software engineer Chris Franklin often worked barefoot.,1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 62988, Frame 21",3,10,7,62988,21,https://purl.stanford.edu/tb012sn1524
1000_06A_PM.tif,1000_06A_PM,"Jack Newlin, a NeXT software engineer.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 1000, Frame 6A",3,10,7,1000,6A,https://purl.stanford.edu/tw516jc5839
23700_24_PM.tif,23700_24_PM,"John P. Crecine, NeXT board member and Carnegie-Mellon's senior vice-president for academic affairs.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 23700, Frame 24",3,10,7,23700,24,https://purl.stanford.edu/sg816tp2627
0674_14A_PM.tif,0674_14A_PM,"Bruce Blumberg, NeXT's director of product marketing (seated), and Guy ""Bud"" Tribble, vice president of software engineering and a NeXT co-founder.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0674, Frame 14A",3,10,7,0674,14A,https://purl.stanford.edu/qn053zg9521
0768_09A_PM.tif,0768_09A_PM,"NeXT Creative Director Susan Kare, who was one of the first ten employees of the company, and David Kelley, president of David Kelley Design. Kelley's firm collaborated on the design of the original NeXT machine.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0768, Frame 9A",3,10,7,0768,9A,https://purl.stanford.edu/qj688xg1167
0769_26A_PM.tif,0769_26A_PM,"Dan'l Lewin, NeXT's vice-president of sales and marketing and one of the five co-founders of the company.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0769, Frame 26A",3,10,7,0769,26A,https://purl.stanford.edu/qs245ts7126
62988_33_PM.tif,62988_33_PM,"Leo Hourvitz, a NeXT software engineer and employee number 11.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 62988, Frame 33",3,10,7,62988,33,https://purl.stanford.edu/tk512rg7621
23700_31_PM.tif,23700_31_PM,"H. Ross Perot, the founder of Electronic Data Systems, invested $20 million in NeXT and joined the company's Board of Directors in 1987.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 23700, Frame 31",3,10,7,23700,31,https://purl.stanford.edu/vm385wn3678
0113_07_PM.tif,0113_07_PM,"Tom Carlisle, NeXT's director of facilities, with a colleague at NeXT's Palo Alto, California, offices.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0113, Frame 7",3,10,7,0113,7,https://purl.stanford.edu/wz768xm8771
1001_27_PM.tif,1001_27_PM,"NeXT software engineer Leo Hourvitz (left), Heidi Roizen, co-founder and CEO of T/Maker Company, and NeXT employee Dave Egner.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 1001, Frame 27",3,10,7,1001,27,https://purl.stanford.edu/yj524hz4339
0675_06A_PM.tif,0675_06A_PM,"From left to right, NeXT Creative Director Susan Kare, Vice President of Sales and Marketing Dan'l Lewin, Office Manager Lynn Takahashi Franklin and an unidentified colleague (foreground) in NeXT's Palo Alto, California, offices.",1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0675, Frame 6A",3,10,7,0675,6A,https://purl.stanford.edu/xz942kh4950
1004_06A_PM.tif,1004_06A_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 1004, Frame 6A",3,10,7,1004,6A,https://purl.stanford.edu/ss698my5116
23700_05_PM.tif,23700_05_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 23700, Frame 5",3,10,7,23700,5,https://purl.stanford.edu/tb564pj6508
0769_12A_PM.tif,0769_12A_PM,NeXT founder Steve Jobs with an employee at an off-site company retreat.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0769, Frame 12A",3,10,7,0769,12A,https://purl.stanford.edu/gv713mf2049
62987_18_PM.tif,62987_18_PM,"NeXT CEO Steve Jobs (right) in conversation with manufacturing employee Norm O'Shea at NeXT's Fremont, California, facility.",1986 - 1987,Fremont (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 62987, Frame 18",3,10,7,62987,18,https://purl.stanford.edu/jh813pn3990
0769_19A_PM.tif,0769_19A_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0769, Frame 19A",3,10,7,0769,19A,https://purl.stanford.edu/jj940xv3749
61169_11_PM.tif,61169_11_PM,"NeXT Founder Steve Jobs (center) with members of NeXT's Board of Directors H. Ross Perot (left) and John P. Crecine, Carnegie Mellon's senior vice president for academic affairs. Both Perot and Carnegie Mellon made substantial financial investments in NeXT.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 61169, Frame 11",3,10,7,61169,11,https://purl.stanford.edu/kv466cf6409
0769_30A_PM.tif,0769_30A_PM,NeXT founder Steve Jobs and colleagues.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0769, Frame 30A",3,10,7,0769,30A,https://purl.stanford.edu/mr934dv8334
23702_28_PM.tif,23702_28_PM,"H. Ross Perot, who invested $20 million in NeXT, and NeXT founder Steve Jobs.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 23702, Frame 28",3,10,7,23702,28,https://purl.stanford.edu/mw172jy4389
1004_05A_PM.tif,1004_05A_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 1004, Frame 5A",3,10,7,1004,5A,https://purl.stanford.edu/nf336qn1234
024570_30A_PM.tif,024570_30A_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 024570, Frame 30A",3,10,7,024570,30A,https://purl.stanford.edu/nz958gx1241
0767_23A_PM.tif,0767_23A_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 0767, Frame 23A",3,10,7,0767,23A,https://purl.stanford.edu/cv770rd9515
62987_14_PM.tif,62987_14_PM,"From left to right, Kim Silverton, Manufacturing Manager Laura Wilkin, CEO Steve Jobs, an unidentified employee, Vice President of Manufacturing and NeXT co-founder Randy Heffner and Norm O'Shea on the factory floor in Fremont, California.",1986 - 1987,Fremont (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 62987, Frame 14",3,10,7,62987,14,https://purl.stanford.edu/rb278zq7549
61169_13_PM.tif,61169_13_PM,"NeXT founder Steve Jobs (center) with members of NeXT's Board of Directors H. Ross Perot (left) and John P. Crecine, Carnegie Mellon's senior vice president for academic affairs. Both Perot and Carnegie Mellon made substantial financial investments in NeXT.",1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 61169, Frame 13",3,10,7,61169,13,https://purl.stanford.edu/vh273tn2788
25690_28A_PM.tif,25690_28A_PM,NeXT founder Steve Jobs' Mercedes.,1986 - 1987,Palo Alto (Calif.),,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 25690, Frame 28A",3,10,7,25690,28A,https://purl.stanford.edu/xn342gr1527
23702_27_PM.tif,23702_27_PM,NeXT CEO Steve Jobs (left) and Board member H. Ross Perot (right).,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 23702, Frame 27",3,10,7,23702,27,https://purl.stanford.edu/xw253bb1954
1001_29_PM.tif,1001_29_PM,NeXT founder Steve Jobs.,1986 - 1987,,,"MSS Photo 451, Series 3, Box 10, Folder 7, Sleeve 1001, Frame 29",3,10,7,1001,29,https://purl.stanford.edu/ym529vn7345
B32-F11-S2-8_PM.tif,B32-F11-S2-8_PM,,[ca. 1986 - 2006],,,"MSS Photo 451, Series 1, Box 32, Folder 11, Sleeve 32-11-2, Frame B32-F11-S2-8",1,32,11,32-11-2,B32-F11-S2-8,https://purl.stanford.edu/fz926yd6263
B32-F11-S2-9_PM.tif,B32-F11-S2-9_PM,,[ca. 1986 - 2006],,,"MSS Photo 451, Series 1, Box 32, Folder 11, Sleeve 32-11-2, Frame B32-F11-S2-9",1,32,11,32-11-2,B32-F11-S2-9,https://purl.stanford.edu/gp368mw8417
B32-F11-S2-6_PM.tif,B32-F11-S2-6_PM,,[ca. 1986 - 2006],,,"MSS Photo 451, Series 1, Box 32, Folder 11, Sleeve 32-11-2, Frame B32-F11-S2-6",1,32,11,32-11-2,B32-F11-S2-6,https://purl.stanford.edu/gd684xk5121
B32-F11-S4-5_PM.tif,B32-F11-S4-5_PM,,[ca. 1986 - 2006],,,"MSS Photo 451, Series 1, Box 32, Folder 11, Sleeve 32-11-4, Frame B32-F11-S4-5",1,32,11,32-11-4,B32-F11-S4-5,https://purl.stanford.edu/px635rk0516
B32-F11-S4-4_PM.tif,B32-F11-S4-4_PM,Steve's car.,[ca. 1986 - 2006],,,"MSS Photo 451, Series 1, Box 32, Folder 11, Sleeve 32-11-4, Frame B32-F11-S4-4",1,32,11,32-11-4,B32-F11-S4-4,https://purl.stanford.edu/qq892mc7611
